,home,season_hits_for,season_hits_against,season_runs_for,season_runs_against,season_errors,season_wins,ml_odds,rl_odds,ml_win,rl_win
3816,0,598,618,301,314,43,25,175,-113,0,0
3817,1,519,490,269,223,23,40,133,-136,0,0
3818,1,525,500,247,232,28,32,-179,120,1,0
3819,1,532,587,291,287,49,36,116,-150,0,0
3820,0,553,578,293,319,37,24,200,105,0,0
3821,1,452,491,227,229,36,31,-164,130,1,1
3822,1,506,526,272,269,34,35,-105,175,1,1
3823,0,556,576,262,327,36,25,185,-110,0,0
3824,0,562,591,268,320,34,29,149,-150,0,0
3825,0,527,569,269,278,29,30,-126,130,1,1
3826,0,494,518,274,297,47,23,159,-140,0,0
3827,0,581,563,306,289,35,31,138,-170,1,1
3828,1,570,562,284,259,22,35,-220,-105,1,1
3829,1,556,568,286,286,47,29,-215,-110,1,1
3830,0,495,525,258,268,37,22,139,-160,0,0
3831,1,552,569,311,287,39,40,138,-120,0,0
3832,1,568,565,321,282,34,37,-240,-125,1,1
3833,1,514,471,277,221,28,37,-201,-110,1,1
3834,1,608,698,316,405,34,24,-101,-155,0,0
3835,0,558,581,247,312,37,28,116,-179,1,1
3836,0,575,566,284,314,33,28,110,-200,0,0
3837,1,703,607,396,317,37,38,-156,130,1,1
3838,0,526,554,267,350,41,22,-109,135,1,1
3839,0,546,516,273,262,38,34,-147,105,0,0
3840,0,542,518,276,270,39,28,155,-135,1,1
3841,0,603,459,338,248,45,37,118,-200,0,0
3842,1,515,556,252,267,35,33,-145,135,1,1
3843,1,561,536,298,270,28,36,-210,-114,0,0
3844,1,503,547,262,221,21,35,-195,114,1,1
3845,0,566,532,221,271,41,27,141,-150,0,0
3846,0,602,627,303,318,43,25,180,-106,1,1
3847,1,528,499,273,229,23,40,-133,170,1,0
3848,1,538,506,254,238,29,33,-117,170,0,0
3849,1,539,594,294,292,51,36,146,-115,0,0
3850,0,562,593,301,334,39,24,175,-114,0,0
3851,1,463,498,236,233,36,32,-210,115,1,1
3852,1,524,533,286,273,35,36,-120,170,1,1
3853,0,561,582,263,330,36,25,185,-115,1,1
3854,0,569,602,272,329,34,29,180,-135,0,0
3855,0,534,576,274,281,30,31,-161,-105,1,1
3856,0,500,531,280,304,49,23,107,-200,1,1
3857,0,586,571,309,290,35,32,130,-155,0,0
3858,1,580,569,291,259,22,36,-126,159,0,0
3859,1,562,573,289,287,47,30,-215,-105,0,0
3860,0,503,531,262,273,38,22,175,-134,0,0
3861,1,558,586,312,299,39,40,132,-135,1,1
3862,1,583,574,336,290,35,38,-205,-106,1,0
3863,1,524,477,285,226,28,38,-175,115,0,0
3864,1,612,714,316,418,35,24,108,-155,1,1
3865,0,565,586,250,313,37,29,265,125,0,0
3866,0,587,584,289,327,33,28,-121,135,1,1
3867,1,715,613,404,320,37,39,-150,140,0,0
3868,0,542,558,280,350,41,23,-118,135,0,0
3869,0,553,526,273,269,39,34,-116,130,0,0
3870,0,558,530,285,274,39,29,135,-160,1,1
3871,0,611,465,340,251,45,37,-168,-116,0,0
3872,1,530,563,261,270,35,34,-109,180,1,1
3873,1,569,544,300,273,28,36,-142,145,0,0
3874,1,515,556,268,223,23,36,-117,180,0,0
3875,0,572,544,224,279,42,27,135,-160,1,1
3876,0,610,635,306,320,43,26,127,-165,1,1
3877,1,534,507,276,231,24,41,153,-104,1,1
3878,1,547,513,254,239,30,33,-150,145,0,0
3879,1,550,606,300,301,52,36,126,-135,0,0
3880,0,573,603,308,342,40,24,152,-135,0,0
3881,1,476,501,248,234,36,33,-131,165,0,0
3882,1,542,545,299,278,35,37,111,-155,0,0
3883,0,565,588,266,332,37,26,136,-160,1,1
3884,0,572,615,273,341,34,29,116,-185,1,1
3885,0,546,587,283,287,30,32,-141,115,1,1
3886,0,507,540,281,304,49,24,135,-165,1,1
3887,0,593,586,312,299,35,32,-101,-210,0,0
3888,1,585,576,292,262,22,36,-315,-144,1,1
3889,1,568,577,291,290,47,30,-151,140,0,0
3890,0,512,543,264,279,39,22,107,-210,1,1
3891,1,568,593,319,299,40,41,106,-150,1,1
3892,1,593,585,344,297,35,39,-172,115,1,1
3893,1,536,493,289,235,30,38,-150,140,0,0
3894,1,568,574,321,277,29,42,127,-125,0,0
3895,1,724,623,408,330,38,39,-171,115,1,1
3896,0,547,576,282,361,42,23,157,-145,0,0
3897,1,614,532,358,273,31,39,-195,-105,1,0
3898,1,660,684,396,397,49,32,112,-150,1,1
3899,1,516,431,315,186,32,45,-240,-110,1,0
3900,0,576,563,261,286,36,28,170,-110,0,0
3901,1,573,555,300,278,28,36,-200,-110,1,0
3902,1,522,571,272,233,25,36,-177,120,1,1
3903,1,582,546,286,255,30,40,115,-145,1,1
3904,1,531,568,265,291,40,29,-177,125,1,1
3905,0,571,501,308,285,34,31,-122,130,0,0
3906,0,659,557,286,288,40,34,-156,105,0,0
3907,1,555,613,301,304,52,36,119,-140,0,0
3908,0,583,616,314,351,41,24,175,-115,0,0
3909,1,483,509,249,239,36,33,141,-125,1,1
3910,0,556,531,253,278,34,30,-125,125,0,0
3911,0,574,596,273,336,37,27,157,-140,0,0
3912,1,469,564,211,285,40,30,175,100,0,0
3913,0,553,592,286,288,30,33,200,-110,0,0
3914,0,600,591,313,303,35,32,149,-150,0,0
3915,0,574,534,346,265,41,38,-134,120,1,0
3916,0,527,550,274,283,40,23,151,-135,0,0
3917,1,573,599,321,300,40,42,-164,130,1,1
3918,0,506,496,287,235,30,34,-142,105,1,1
3919,0,597,523,339,256,31,37,-195,-120,1,1
3920,0,580,567,273,315,48,30,148,-158,1,1
3921,1,528,557,231,323,53,19,-190,-105,1,1
3922,1,572,581,322,282,29,42,129,-130,1,1
3923,1,738,632,417,334,38,40,-171,112,0,0
3924,0,555,590,284,370,42,23,128,-160,0,0
3925,1,622,541,359,273,31,40,-195,-105,1,0
3926,1,533,444,323,193,34,46,-210,102,1,1
3927,0,585,570,264,290,37,28,162,-122,0,0
3928,1,580,564,304,281,28,37,-182,102,1,1
3929,1,530,575,278,233,25,37,-195,110,1,1
3930,1,593,555,294,260,31,41,126,-135,0,0
3931,1,545,576,274,293,40,30,-143,140,1,1
3932,0,664,564,287,290,40,34,116,-185,0,0
3933,1,563,624,306,310,54,36,148,-115,0,0
3934,0,592,624,314,352,42,24,175,-115,0,0
3935,1,490,514,251,240,36,34,-126,165,1,1
3936,0,565,542,258,286,34,30,-141,115,1,0
3937,0,578,604,273,342,39,27,175,-130,0,0
3938,1,473,573,211,289,41,30,185,110,0,0
3939,0,566,609,293,296,31,33,180,-122,0,0
3940,0,515,546,284,305,49,25,170,-115,0,0
3941,0,607,599,316,309,36,32,139,-160,0,0
3942,1,603,582,305,266,22,37,-163,138,0,0
3943,0,585,542,352,270,42,39,-163,-105,1,0
3944,0,536,564,278,292,40,23,151,-132,1,1
3945,1,581,606,327,303,40,43,-154,140,1,0
3946,0,513,500,292,236,30,35,-144,110,0,0
3947,0,606,527,343,256,31,38,-215,-130,1,0
3948,0,587,575,277,318,49,31,154,-136,0,0
3949,1,540,564,238,326,53,20,-143,150,1,1
3950,1,579,588,327,285,30,43,145,-110,0,0
3951,1,744,640,420,338,38,40,-161,125,1,1
3952,0,566,600,286,374,42,23,-113,145,0,0
3953,1,631,551,364,277,32,41,-320,-146,1,1
3954,1,672,689,404,398,50,33,-147,129,0,0
3955,1,684,699,412,408,51,33,145,-110,1,1
3956,1,538,448,326,193,34,47,-176,115,1,0
3957,0,594,581,268,298,39,28,109,-205,0,0
3958,1,591,573,312,285,28,38,-119,175,1,0
3959,1,535,580,281,234,26,38,-230,-115,1,0
3960,1,600,569,298,265,31,41,-150,145,0,0
3961,1,555,587,278,295,40,31,103,-165,1,1
3962,0,576,513,309,293,34,31,132,-149,1,1
3963,0,586,525,319,301,36,32,-160,-110,0,0
3964,0,673,577,291,297,40,34,147,-155,0,0
3965,1,568,631,307,312,54,36,133,-125,1,1
3966,0,602,633,318,357,42,24,270,126,0,0
3967,1,503,523,258,244,36,35,-162,135,1,1
3968,0,579,549,263,290,36,31,135,-165,1,1
3969,0,583,609,274,345,40,27,200,-105,0,0
3970,1,476,580,213,292,41,30,180,114,0,0
3971,0,570,614,293,299,31,33,156,-135,0,0
3972,0,522,558,287,312,49,25,128,-170,0,0
3973,0,618,614,323,317,39,32,-104,-210,0,0
3974,1,611,589,308,270,22,37,-174,116,1,1
3975,0,592,547,354,271,42,40,-148,105,0,0
3976,0,544,570,282,295,40,24,146,-145,0,0
3977,1,596,617,335,310,41,44,-106,180,1,1
3978,0,520,507,295,241,30,35,-160,-110,1,1
3979,0,613,530,346,258,31,39,-210,-134,1,0
3980,1,552,569,246,327,53,21,-145,135,1,1
3981,1,546,457,332,198,36,48,-140,155,1,0
3982,0,598,590,270,301,39,28,-113,140,0,0
3983,0,680,586,293,302,40,34,221,-101,1,1
3984,1,570,696,281,367,59,25,103,-160,1,1
3985,1,512,530,263,246,39,36,-261,-119,0,0
3986,0,527,570,288,320,50,25,130,-155,0,0
3987,0,567,502,281,258,43,34,125,-175,0,0
3988,0,596,584,279,322,49,31,-119,125,0,0
3989,0,571,604,254,326,37,29,126,-170,1,1
3990,1,587,597,330,290,30,43,-143,150,1,1
3991,0,575,481,296,259,29,33,-160,100,1,1
3992,1,542,592,301,333,41,32,127,-135,1,1
3993,1,643,559,372,281,32,42,-321,-156,1,1
3994,1,698,705,419,408,51,34,109,-145,1,1
3995,1,554,460,337,202,37,49,-235,-115,1,0
3996,0,613,599,275,309,39,28,-116,135,1,1
3997,0,616,606,302,306,33,33,129,-170,1,1
3998,0,582,610,321,318,35,32,-101,-205,0,0
3999,1,606,580,302,270,33,41,-144,150,0,0
4000,0,621,639,311,320,43,27,119,-185,0,0
4001,1,538,511,277,231,24,42,-255,-115,0,0
4002,0,690,595,299,306,41,35,271,135,0,0
4003,0,494,569,232,313,56,20,164,-135,1,1
4004,1,579,711,289,372,59,26,106,-155,0,0
4005,1,521,540,267,252,39,36,-160,140,0,0
4006,0,590,555,268,294,37,32,128,-170,0,0
4007,1,527,584,247,272,39,30,145,-120,0,0
4008,1,478,586,214,294,42,30,-141,150,0,0
4009,1,570,561,295,280,46,34,-184,115,0,0
4010,0,535,581,294,329,50,25,215,-105,1,1
4011,1,545,544,287,261,35,36,-129,165,1,1
4012,0,570,510,285,263,43,34,205,-105,0,0
4013,0,595,551,355,274,42,40,-142,115,0,0
4014,1,528,554,267,274,39,32,140,-125,1,1
4015,1,608,625,349,311,42,45,-109,175,1,1
4016,0,529,515,300,244,31,36,-155,105,0,0
4017,0,619,532,348,259,31,40,145,-160,1,1
4018,0,606,598,286,336,51,31,161,-116,1,1
4019,0,584,613,262,330,37,30,109,-205,1,1
4020,1,597,599,338,290,30,44,-170,125,1,1
4021,0,592,487,312,261,29,34,-205,-129,1,1
4022,1,553,598,304,335,41,33,110,-155,1,1
4023,1,650,567,378,283,32,43,-112,180,1,1
4024,1,712,715,433,415,53,35,-181,-104,0,0
4025,1,559,463,339,203,37,50,-131,175,0,0
4026,0,630,607,286,313,40,29,126,-155,0,0
4027,0,629,617,309,312,35,34,114,-205,0,0
4028,0,589,623,329,328,36,32,-140,107,0,0
4029,1,617,593,308,277,33,41,-124,175,1,1
4030,0,631,652,319,331,45,27,116,-185,1,1
4031,1,551,517,279,235,25,42,-285,-132,1,1
4032,0,698,602,301,312,41,35,102,-210,0,0
4033,0,497,576,233,313,57,21,175,-125,1,1
4034,1,587,728,293,383,60,26,-141,135,1,1
4035,1,525,548,268,256,39,36,119,-141,1,1
4036,0,592,565,268,302,37,32,150,-145,0,0
4037,1,533,601,249,288,41,30,175,109,0,0
4038,1,487,599,218,302,43,30,-119,175,0,0
4039,1,577,564,295,281,47,34,-195,105,0,0
4040,0,541,594,298,331,51,26,245,112,0,0
4041,1,558,554,298,269,36,37,-126,165,0,0
4042,0,573,515,286,265,43,34,116,-205,1,1
4043,0,601,562,357,277,43,40,-120,135,0,0
4044,1,536,560,275,277,39,33,126,-135,1,1
4045,1,621,632,359,319,43,46,125,-127,1,1
4046,0,535,523,303,252,33,36,-141,115,0,0
4047,0,627,536,352,260,31,41,-134,121,0,0
4048,0,620,608,295,340,52,32,175,101,1,1
4049,0,593,619,268,334,38,31,-176,-119,1,1
4050,1,605,603,340,290,30,45,-116,170,0,0
4051,0,609,492,323,263,29,35,-121,135,0,0
4052,1,565,603,313,336,42,34,180,120,0,0
4053,1,662,571,386,286,32,44,-215,-129,1,0
4054,1,722,729,437,424,53,35,-195,-121,0,0
4055,1,566,467,341,206,38,50,-142,161,1,0
4056,0,634,619,289,324,41,29,119,-165,1,1
4057,0,638,626,311,317,35,34,-105,-210,1,1
4058,0,600,639,333,340,36,32,144,-145,1,1
4059,1,626,602,313,279,33,42,-105,180,0,0
4060,0,646,661,329,334,45,28,105,-210,1,1
4061,1,560,521,284,236,25,43,-211,-105,1,1
4062,0,702,614,304,320,44,35,185,106,0,0
4063,0,511,585,240,317,58,22,165,-130,1,1
4064,1,599,732,304,386,60,27,-134,145,0,0
4065,1,531,555,271,257,40,37,-116,175,1,1
4066,0,596,573,268,304,38,32,106,-200,1,1
4067,1,538,618,251,299,43,30,111,-155,1,1
4068,1,493,608,222,308,45,30,156,-101,0,0
4069,1,586,578,299,288,47,34,-185,110,0,0
4070,0,545,603,299,336,51,26,181,-115,0,0
4071,1,567,569,301,279,37,37,-115,180,0,0
4072,0,577,522,289,267,44,35,127,-181,0,0
4073,0,606,574,358,286,44,40,-210,-140,1,1
4074,1,549,566,282,282,39,34,101,-165,0,0
4075,1,637,643,371,323,43,47,-159,125,0,0
4076,0,541,536,308,259,33,36,-111,145,1,1
4077,0,634,542,353,263,31,41,106,-205,0,0
4078,0,630,619,303,345,53,33,149,-155,0,0
4079,0,601,624,270,334,38,32,227,102,0,0
4080,0,597,592,294,327,33,29,103,-205,1,1
4081,0,615,494,323,264,31,35,-210,-138,0,0
4082,1,576,608,315,341,44,34,-105,-170,0,0
4083,1,672,582,392,291,34,45,-105,-170,0,0
4084,1,733,739,442,432,53,35,-105,-160,1,1
4085,0,615,469,340,252,47,37,-183,-112,1,1
4086,1,535,570,265,271,35,35,-102,-170,0,0
4087,0,651,633,317,322,35,35,-108,150,1,1
4088,0,611,650,340,346,36,33,-105,150,1,1
4089,0,582,553,234,283,43,28,-134,112,1,1
4090,0,656,669,333,336,45,29,115,-170,1,1
4091,1,569,528,291,240,26,44,-164,135,1,1
4092,1,553,521,255,242,30,33,106,-160,0,0
4093,1,572,634,310,313,55,37,163,-107,0,0
4094,1,617,748,315,399,63,27,119,-131,0,0
4095,0,569,611,260,268,38,33,-105,150,1,1
4096,1,550,555,299,283,35,37,-153,145,1,1
4097,1,540,624,252,299,44,31,-130,145,0,0
4098,0,580,622,278,342,35,30,-116,140,1,1
4099,1,592,589,299,298,49,34,-105,-165,0,0
4100,1,521,603,277,321,48,30,180,118,1,1
4101,1,575,579,303,283,37,37,112,-165,1,1
4102,0,581,532,291,270,44,35,-105,140,0,0
4103,0,611,585,363,288,44,41,-105,145,1,1
4104,1,557,576,285,287,39,34,-113,175,0,0
4105,0,588,570,286,302,39,35,-122,145,0,0
4106,0,551,544,313,262,33,37,138,-165,0,0
4107,1,542,503,292,240,30,38,-267,-122,1,1
4108,0,634,630,305,355,53,33,170,-125,0,0
4109,0,612,633,274,340,38,32,200,-105,0,0
4110,0,606,594,301,330,33,30,119,-170,1,1
4111,0,622,500,324,266,31,35,-195,-120,1,1
4112,1,584,618,315,346,44,34,-120,160,0,0
4113,1,679,593,394,297,36,45,-205,-105,0,0
4114,1,739,741,448,432,53,36,-160,115,0,0
4115,0,625,475,347,254,47,38,-168,-105,0,0
4116,1,545,579,268,276,36,35,113,-155,1,1
4117,0,660,643,322,325,35,36,-123,135,0,0
4118,0,622,657,346,348,37,34,175,-115,1,1
4119,0,598,565,245,288,43,29,112,-175,1,1
4120,0,670,680,343,343,45,30,-109,140,0,0
4121,1,580,532,301,242,26,45,-190,105,1,1
4122,1,559,529,257,248,33,33,-140,155,0,0
4123,1,578,644,312,320,57,37,153,-115,1,1
4124,1,629,764,320,410,64,27,-122,155,0,0
4125,0,579,619,265,268,38,34,110,-180,1,1
4126,1,558,563,304,286,35,38,146,-115,1,1
4127,1,551,638,259,309,46,31,-101,-160,1,1
4128,0,588,628,284,344,35,31,125,-175,1,1
4129,1,604,603,305,310,51,34,107,-165,0,0
4130,1,527,610,279,322,48,31,175,100,0,0
4131,1,589,586,317,289,37,38,-155,135,0,0
4132,0,583,538,291,276,44,35,145,-135,1,1
4133,0,625,597,375,294,44,42,-117,145,1,1
4134,1,559,585,288,294,40,34,-134,150,0,0
4135,0,595,584,292,316,39,35,140,-155,1,1
4136,0,559,552,316,267,33,37,-161,-105,0,0
4137,1,551,514,298,244,32,39,-230,-115,1,1
4138,0,638,641,307,360,53,33,116,-205,0,0
4139,0,623,645,281,349,40,32,200,-115,0,0
4140,0,620,602,312,332,34,31,-122,135,0,0
4141,0,632,509,329,267,31,36,-241,-136,1,1
4142,1,589,626,318,351,45,34,146,-116,0,0
4143,1,686,600,397,301,36,45,-181,110,1,0
4144,1,743,749,450,435,54,36,109,-145,1,1
4145,0,633,491,352,266,49,38,-175,-111,0,0
4146,1,553,586,270,276,36,36,-126,155,1,1
4147,0,667,651,322,327,35,36,116,-175,0,0
4148,0,629,664,350,351,38,35,161,-130,0,0
4149,0,608,573,255,291,43,30,-157,113,0,0
4150,0,675,684,345,346,45,30,134,-150,0,0
4151,1,591,536,306,244,26,46,-126,175,1,1
4152,1,566,539,260,252,33,33,-133,165,1,1
4153,1,594,652,324,325,57,38,155,-109,1,1
4154,1,637,774,323,420,65,27,142,-133,1,1
4155,0,587,624,270,271,39,35,-161,-104,1,1
4156,1,565,574,311,292,35,39,156,-103,1,1
4157,1,555,643,262,311,47,32,-149,130,1,1
4158,0,598,635,288,347,36,32,118,-185,0,0
4159,1,616,618,312,319,51,34,-121,170,1,0
4160,1,536,620,280,327,48,31,201,116,0,0
4161,1,601,601,324,299,38,38,-116,170,1,1
4162,0,591,542,294,278,44,36,-119,125,0,0
4163,0,640,609,384,301,46,43,111,-200,0,0
4164,1,567,599,290,305,41,34,112,-155,1,1
4165,0,610,596,302,323,41,36,106,-200,0,0
4166,0,570,559,322,274,34,37,-176,-117,0,0
4167,1,563,525,307,251,32,40,-230,-105,1,0
4168,0,570,607,286,377,42,23,153,-145,0,0
4169,1,698,612,403,306,36,46,-140,145,1,1
4170,0,568,536,290,277,40,30,119,-180,0,0
4171,0,641,676,355,357,38,35,125,-165,0,0
4172,0,522,591,250,317,58,23,141,-155,1,1
4173,1,574,579,313,292,35,40,-129,165,1,0
4174,0,602,648,288,353,37,32,180,-111,1,1
4175,1,627,627,316,322,52,35,-173,125,1,1
4176,1,543,629,282,334,49,31,-129,160,1,1
4177,1,609,608,332,302,39,39,-134,155,1,1
4178,1,576,586,295,297,49,30,-156,135,0,0
4179,0,556,582,288,303,40,24,119,-185,0,0
4180,0,617,604,305,331,41,36,119,-175,0,0
4181,1,578,538,312,255,32,41,-210,-109,0,0
4182,1,630,719,327,420,35,25,175,108,0,0
4183,1,563,577,255,333,53,22,-126,175,0,0
4184,0,630,615,318,339,34,31,-107,150,0,0
4185,0,641,516,336,269,31,37,-109,145,1,1
4186,0,576,618,287,381,42,23,146,-150,1,1
4187,0,559,531,274,271,40,34,-157,-106,1,0
4188,0,576,548,291,291,42,30,-113,135,1,1
4189,0,636,496,353,268,49,38,-144,116,1,1
4190,1,566,596,277,280,36,37,-118,175,1,1
4191,1,600,577,315,287,28,39,-103,-170,1,1
4192,1,541,588,285,237,27,39,129,-137,0,0
4193,0,619,585,260,297,44,30,108,-205,0,0
4194,1,562,591,281,295,42,32,119,-140,0,0
4195,0,592,539,319,308,36,32,-163,100,0,0
4196,1,579,543,266,252,33,34,148,-120,1,1
4197,0,539,602,262,322,60,24,225,100,0,0
4198,1,649,785,329,425,66,28,142,-114,0,0
4199,0,600,637,276,274,39,36,116,-205,1,1
4200,1,584,591,318,296,35,41,-174,119,1,1
4201,1,565,645,266,312,47,33,127,-135,0,0
4202,0,608,653,292,354,38,33,235,128,0,0
4203,1,638,633,320,323,53,36,-161,130,0,0
4204,1,555,637,296,335,49,32,103,-155,0,0
4205,0,626,626,324,331,39,32,-142,115,1,0
4206,0,604,553,299,284,44,36,-205,-128,1,0
4207,1,587,603,300,309,50,30,-265,-120,1,0
4208,0,568,592,292,308,41,24,154,-139,0,0
4209,0,625,615,308,337,41,36,-134,120,1,0
4210,1,606,595,353,303,36,40,-101,-165,0,0
4211,1,583,544,313,259,33,41,-275,-148,1,0
4212,1,640,731,333,427,36,25,166,109,0,0
4213,1,574,583,259,339,54,22,115,-140,1,1
4214,0,635,624,321,343,34,31,114,-175,1,1
4215,0,659,525,349,272,32,38,141,-150,0,0
4216,0,586,628,291,384,42,24,150,-140,1,1
4217,0,568,537,279,275,41,35,-134,120,0,0
4218,0,585,553,295,292,42,31,-123,135,0,0
4219,0,641,503,355,268,49,39,100,-215,0,0
4220,1,579,603,284,282,39,38,118,-126,0,0
4221,1,609,582,319,290,28,40,-124,155,0,0
4222,1,548,593,285,239,27,39,-110,185,1,0
4223,0,626,598,262,304,45,30,-133,106,1,0
4224,1,566,599,282,297,42,32,134,-121,0,0
4225,0,599,547,320,312,36,32,-215,-131,1,1
4226,1,587,550,270,253,33,35,185,111,0,0
4227,0,548,607,265,326,61,24,175,-129,0,0
4228,1,655,794,333,430,68,28,119,-140,1,1
4229,0,606,648,282,278,39,37,-130,120,0,0
4230,1,593,603,325,301,35,42,-141,150,1,1
4231,1,572,651,268,315,47,33,-104,-172,0,0
4232,0,615,662,296,359,38,33,255,101,0,0
4233,1,648,643,323,327,53,36,-170,120,0,0
4234,1,560,646,297,339,49,32,113,-155,1,1
4235,0,632,633,327,333,39,33,-106,151,1,1
4236,0,616,563,306,290,44,37,-186,-129,1,1
4237,1,592,612,304,312,51,31,-195,109,1,1
4238,0,580,601,297,315,41,24,126,-170,0,0
4239,0,633,619,310,338,41,37,-149,101,1,1
4240,1,615,613,356,316,38,40,-156,130,1,0
4241,1,592,551,318,263,33,42,-305,-121,1,1
4242,1,645,750,336,438,36,25,-114,170,0,0
4243,1,582,590,263,342,56,23,117,-140,0,0
4244,0,647,632,332,346,34,32,148,-150,1,1
4245,0,663,531,351,275,33,38,136,-160,1,1
4246,0,601,638,299,391,43,25,134,-165,1,1
4247,0,575,544,280,277,41,35,-215,-135,1,1
4248,0,589,561,298,298,43,31,-131,120,1,0
4249,0,643,508,356,270,50,39,-143,120,1,1
4250,1,592,610,289,288,40,38,-161,130,0,0
4251,1,617,594,322,301,28,40,-163,130,0,0
4252,1,553,595,287,240,28,40,128,-140,0,0
4253,0,633,611,268,309,45,31,146,-150,1,1
4254,1,575,611,287,305,42,32,102,-160,1,1
4255,0,607,549,325,312,37,33,-200,-120,0,0
4256,1,589,558,270,258,33,35,170,100,1,1
4257,0,554,615,266,331,62,24,154,-145,1,1
4258,1,662,801,335,431,68,29,185,115,0,0
4259,0,613,656,285,282,39,37,-132,120,1,1
4260,1,599,609,330,302,35,43,-123,170,0,0
4261,1,581,668,271,329,47,33,140,-130,0,0
4262,0,620,669,296,362,38,33,205,-101,0,0
4263,1,658,658,330,335,53,36,-149,145,0,0
4264,1,568,650,303,342,50,33,116,-140,0,0
4265,0,649,642,341,336,40,34,-155,110,1,0
4266,0,635,568,317,293,44,38,104,-200,1,1
4267,1,600,618,309,313,51,32,-174,125,0,0
4268,0,586,607,298,320,42,24,113,-200,1,1
4269,0,645,628,318,343,42,38,-112,140,0,0
4270,1,621,617,359,318,39,41,-151,140,0,0
4271,1,599,556,321,263,33,43,-235,-119,1,0
4272,1,656,758,339,443,36,25,119,-131,1,1
4273,1,593,601,266,352,56,23,-118,175,1,1
4274,0,655,637,335,347,34,33,175,-110,0,0
4275,1,756,652,428,344,38,41,-205,-110,1,1
4276,1,602,639,321,357,46,34,-107,185,1,1
4277,0,588,549,287,278,42,36,-195,-129,0,0
4278,0,596,566,301,300,43,32,-134,111,0,0
4279,0,653,515,365,275,50,40,-142,115,1,1
4280,1,594,620,289,290,40,38,175,109,1,1
4281,1,622,602,323,304,28,40,-137,150,1,1
4282,1,560,605,292,249,29,40,-134,148,0,0
4283,1,633,615,318,285,33,42,-146,139,0,0
4284,1,583,616,290,307,42,33,-116,170,0,0
4285,0,611,559,325,315,39,33,-155,100,1,1
4286,0,713,624,309,326,44,35,108,-205,0,0
4287,0,558,620,268,332,63,25,-103,-215,0,0
4288,0,610,645,322,365,42,24,122,-170,0,0
4289,0,624,667,295,285,39,38,116,-175,0,0
4290,1,606,618,332,306,35,43,140,-120,0,0
4291,0,591,615,277,349,40,27,131,-159,1,1
4292,1,498,616,222,310,45,30,125,-145,1,1
4293,0,579,622,298,305,31,33,-140,125,0,0
4294,0,552,612,303,343,51,26,255,126,1,1
4295,0,661,649,344,338,40,35,106,-200,1,1
4296,1,620,598,312,272,22,38,-305,-146,0,0
4297,1,605,622,310,315,51,32,127,-135,0,0
4298,0,595,614,302,322,43,25,150,-136,0,0
4299,0,650,636,320,346,42,38,119,-167,1,1
4300,1,629,628,367,329,40,41,-170,116,1,0
4301,1,603,563,324,265,34,44,-131,155,1,1
4302,1,672,772,351,452,37,26,-163,120,1,1
4303,1,610,618,278,359,56,24,-125,165,0,0
4304,0,657,653,337,359,35,33,141,-145,1,1
4305,1,772,654,440,346,39,42,-156,125,0,0
4306,1,609,645,324,357,47,35,-123,160,1,1
4307,0,596,565,291,289,44,36,109,-200,0,0
4308,0,610,582,310,312,44,32,148,-140,0,0
4309,0,660,516,369,276,50,41,102,160,0,0
4310,1,610,628,300,294,42,39,-119,170,1,1
4311,1,628,607,327,306,28,41,-164,115,0,0
4312,1,567,614,295,253,30,40,-146,135,0,0
4313,1,640,632,321,301,34,42,-170,130,0,0
4314,1,589,627,291,315,43,33,115,-150,0,0
4315,0,623,564,333,317,39,34,-106,150,0,0
4316,0,730,641,316,338,45,35,115,-185,1,1
4317,0,564,627,268,335,63,25,113,-180,0,0
4318,0,615,651,324,369,42,24,149,-135,1,1
4319,0,629,677,296,293,39,38,-115,150,1,0
4320,1,611,630,334,314,36,43,-104,-170,1,1
4321,0,608,622,293,352,40,28,150,-150,1,1
4322,1,507,621,228,312,47,31,136,-125,0,0
4323,0,584,631,300,311,32,33,-151,105,1,1
4324,0,561,617,307,343,51,27,135,-165,1,1
4325,0,672,655,352,339,41,36,-130,130,1,1
4326,1,625,607,312,276,22,38,-150,145,0,0
4327,1,606,629,311,319,52,32,-112,-180,1,1
4328,0,599,620,304,325,43,25,155,-125,1,1
4329,0,659,643,324,349,42,39,131,-155,1,1
4330,1,635,632,370,331,41,42,-175,105,0,0
4331,1,613,568,332,266,34,45,105,-170,0,0
4332,1,689,780,362,456,37,27,-130,150,1,1
4333,1,619,628,283,366,57,24,130,-135,0,0
4334,0,666,662,343,362,36,34,142,-150,1,1
4335,1,781,663,443,352,39,42,-157,130,0,0
4336,1,619,649,330,361,47,36,-116,175,0,0
4337,0,602,574,292,297,44,36,-114,139,1,1
4338,0,618,599,314,323,44,32,115,-170,0,0
4339,0,664,523,371,280,50,41,-134,130,1,1
4340,1,619,634,308,295,43,40,104,-159,0,0
4341,1,634,620,328,314,28,41,-175,115,1,1
4342,1,571,620,297,256,31,40,-171,121,1,1
4343,1,650,638,325,306,36,42,-122,175,0,0
4344,1,592,637,291,323,44,33,142,-117,0,0
4345,0,628,572,333,320,39,34,-171,-110,1,1
4346,0,740,650,323,343,46,36,-145,115,1,1
4347,0,568,637,272,341,65,25,106,-205,1,1
4348,0,628,657,332,370,42,25,155,-135,0,0
4349,0,641,685,300,296,40,39,165,-130,0,0
